ano,id_municipio,incremento
2011,5106307,4.3
2012,5106307,10.1
2013,5106307,20
2014,5106307,4.3
2015,5106307,19.7
2016,5106307,12.9
2017,5106307,8.6
2018,5106307,30.9
2019,5106307,16.6
2020,5106307,65.7
2002,5106315,5.3
2003,5106315,11.9
2004,5106315,7.2
2005,5106315,24.8
2006,5106315,5
2007,5106315,5.5
2008,5106315,8.8
2009,5106315,5.1
2010,5106315,2.4
2011,5106315,12.2
2012,5106315,2.6
2013,5106315,4.5
2014,5106315,3.9
2015,5106315,6.3
2016,5106315,4.7
2017,5106315,5.3
2018,5106315,3.8
2019,5106315,2.8
2020,5106315,0.4
2002,5106372,0
2003,5106372,0
2004,5106372,0
2005,5106372,1.3
2006,5106372,0
2007,5106372,0
2008,5106372,0
2009,5106372,0.2
2010,5106372,0.1
2011,5106372,0
2012,5106372,0
2013,5106372,0
2014,5106372,0
2015,5106372,0
2016,5106372,0
2017,5106372,0
2018,5106372,0
2019,5106372,0
2020,5106372,0
2002,5106422,297.6
2003,5106422,118.4
2004,5106422,147.1
2005,5106422,244.8
2006,5106422,67.3
2007,5106422,108.6
2008,5106422,71
2009,5106422,24.5
2010,5106422,22.8
2011,5106422,57.7
2012,5106422,40.6
2013,5106422,51.8
2014,5106422,23.3
2015,5106422,37.3
2016,5106422,35.9
2017,5106422,40
2018,5106422,24.4
2019,5106422,54.5
2020,5106422,64.7
2002,5106455,2.3
2003,5106455,0.8
2004,5106455,0.6
2005,5106455,0.2
2006,5106455,0
2007,5106455,0
2008,5106455,1.2
2009,5106455,0
2010,5106455,0
2011,5106455,0.2
2012,5106455,0
2013,5106455,0
2014,5106455,0.1
2015,5106455,0.3
2016,5106455,0
2017,5106455,0
2018,5106455,0
2019,5106455,0
2020,5106455,0
2002,5106505,1.3
2003,5106505,0
2004,5106505,0.3
2005,5106505,0.8
2006,5106505,0.4
2007,5106505,0.1
2008,5106505,0
2009,5106505,0.7
2010,5106505,0.3
2011,5106505,0
2012,5106505,0.4
2013,5106505,0.4
2014,5106505,0.7
2015,5106505,0
2016,5106505,0
2017,5106505,0.4
2018,5106505,0.8
2019,5106505,0
2020,5106505,0.2
2002,5106752,71.9
2003,5106752,77.7
2004,5106752,25.1
2005,5106752,46.4
2006,5106752,15.9
2007,5106752,13.5
2008,5106752,31
2009,5106752,10.7
2010,5106752,3.5
2011,5106752,3.2
2012,5106752,2.1
2013,5106752,2.8
2014,5106752,2.8
2015,5106752,2.2
2016,5106752,2.4
2017,5106752,4.5
2018,5106752,3.2
2019,5106752,8.2
2020,5106752,6.3
2002,5106778,37.1
2003,5106778,26.5
2004,5106778,18.3
2005,5106778,32.3
2006,5106778,11.5
2007,5106778,4.6
2008,5106778,12.1
2009,5106778,0.9
2010,5106778,2.8
2011,5106778,3.6
2012,5106778,1.1
2013,5106778,1.5
2014,5106778,1.6
2015,5106778,3.8
2016,5106778,0.9
2017,5106778,0.4
2018,5106778,0.8
2019,5106778,5.2
2020,5106778,12.4
2002,5106802,311.5
2003,5106802,296.4
2004,5106802,288.5
2005,5106802,232.7
2006,5106802,31.9
2007,5106802,12.2
2008,5106802,30.2
2009,5106802,8.9
2010,5106802,21.5
2011,5106802,20.5
2012,5106802,7.8
2013,5106802,14.5
2014,5106802,16.7
2015,5106802,31.1
2016,5106802,8.7
2017,5106802,19.5
2018,5106802,32.6
2019,5106802,25
2020,5106802,52.1
2002,5106828,15.7
2003,5106828,36.5
2004,5106828,2
2005,5106828,5.9
2006,5106828,1.5
2007,5106828,0.4
2008,5106828,7
2009,5106828,0.3
2010,5106828,5.6
2011,5106828,1.3
2012,5106828,0.5
2013,5106828,0
2014,5106828,1.2
2015,5106828,4
2016,5106828,0.8
2017,5106828,0.3
2018,5106828,1.2
2019,5106828,4.8
2020,5106828,4.5
2002,5107040,0
2002,5107198,0
2003,5107198,0
2004,5107198,0
2005,5107198,0
2006,5107198,0
2007,5107198,0
2008,5107198,0
2009,5107198,0
2010,5107198,0
2011,5107198,0
2012,5107198,0
2013,5107198,0
2014,5107198,0
2015,5107198,0
2016,5107198,0
2017,5107198,0
2018,5107198,0
2019,5107198,0
2020,5107198,0
2002,5108105,0
2003,5108105,0
2004,5108105,0
2005,5108105,0
2006,5108105,0
2007,5108105,0
2008,5108105,0
2009,5108105,0
2010,5108105,0
2011,5108105,0
2012,5108105,0
2013,5108105,0
2014,5108105,0
2015,5108105,0
2016,5108105,0
2017,5108105,0
2018,5108105,0
2019,5108105,0
2020,5108105,0
2002,5108204,0
2003,5108204,0
2004,5108204,0
2005,5108204,0
2006,5108204,0
2007,5108204,0
2008,5108204,0
2009,5108204,0
2010,5108204,0
2011,5108204,0
2012,5108204,0
2013,5108204,0
2014,5108204,0
2015,5108204,0
2016,5108204,0
2017,5108204,0
2018,5108204,0
2019,5108204,0
2020,5108204,0
2002,5108402,0
2003,5108402,0
2004,5108402,0
2005,5108402,0
2006,5108402,0
2007,5108402,0
2008,5108402,0
2009,5108402,0
2010,5108402,0
2011,5108402,0
2012,5108402,0
2013,5108402,0
2014,5108402,0
2015,5108402,0
2016,5108402,0
2017,5108402,0
2018,5108402,0
2019,5108402,0
2020,5108402,0
2002,5100102,0
2003,5100102,0
2004,5100102,0
2005,5100102,0
2006,5100102,0
2007,5100102,0
2008,5100102,0
2009,5100102,0
2010,5100102,0
2011,5100102,0
2012,5100102,0
2013,5100102,0
2014,5100102,0
2015,5100102,0
2016,5100102,0
2017,5100102,0
2018,5100102,0
2019,5100102,0
2020,5100102,0
2002,5100300,0
2003,5100300,0
2004,5100300,0
2005,5100300,0
2006,5100300,0
2007,5100300,0
2008,5100300,0
2009,5100300,0
2010,5100300,0
2011,5100300,0
2012,5100300,0
2013,5100300,0
2014,5100300,0
2015,5100300,0
2016,5100300,0
2017,5100300,0
2018,5100300,0
2019,5100300,0
2020,5100300,0
2002,5100409,0
2003,5100409,0
2004,5100409,0
2005,5100409,0
2006,5100409,0
2007,5100409,0
2008,5100409,0
2009,5100409,0
2010,5100409,0
2011,5100409,0
2012,5100409,0
2013,5100409,0
2014,5100409,0
2015,5100409,0
2016,5100409,0
2017,5100409,0
2018,5100409,0
2019,5100409,0
2020,5100409,0
2002,5100607,0
2003,5100607,0
2004,5100607,0
2005,5100607,0
2006,5100607,0
2007,5100607,0
2008,5100607,0
2009,5100607,0
2010,5100607,0
2011,5100607,0
2012,5100607,0
2013,5100607,0
2014,5100607,0
2015,5100607,0
2016,5100607,0
2017,5100607,0
2018,5100607,0
2019,5100607,0
2020,5100607,0
2002,5101209,0
2003,5101209,0
2004,5101209,0
2005,5101209,0
2006,5101209,0
2007,5101209,0
2008,5101209,0
2009,5101209,0
2010,5101209,0
2011,5101209,0
2012,5101209,0
2013,5101209,0
2014,5101209,0
2015,5101209,0
2016,5101209,0
2017,5101209,0
2018,5101209,0
2019,5101209,0
2020,5101209,0
2002,5103908,0
2003,5103908,0
2004,5103908,0
2005,5103908,0
2006,5103908,0
2007,5103908,0
2008,5103908,0
2009,5103908,0
2010,5103908,0
2011,5103908,0
2012,5103908,0
2013,5103908,0
2014,5103908,0
2015,5103908,0
2016,5103908,0
2017,5103908,0
2018,5103908,0
2019,5103908,0
2020,5103908,0
2017,5104526,0
2017,5104542,0
2002,5104906,0
2003,5104906,0
2004,5104906,0
2005,5104906,0
2006,5104906,0
2007,5104906,0
2008,5104906,0
2009,5104906,0
2010,5104906,0
2011,5104906,0
2012,5104906,0
2013,5104906,0
2014,5104906,0
2015,5104906,0
2016,5104906,0
2017,5104906,0
2018,5104906,0
2019,5104906,0
2020,5104906,0
2002,5106653,0
2003,5106653,0
2004,5106653,0
2005,5106653,0
2006,5106653,0
2007,5106653,0
2008,5106653,0
2009,5106653,0
2010,5106653,0
2011,5106653,0
2012,5106653,0
2013,5106653,0
2014,5106653,0
2015,5106653,0
2016,5106653,0
2017,5106653,0
2018,5106653,0
2019,5106653,0
2020,5106653,0
2002,5106703,0
2003,5106703,0
2004,5106703,0
2005,5106703,0
2006,5106703,0
2007,5106703,0
2008,5106703,0
2009,5106703,0
2010,5106703,0
2011,5106703,0
2012,5106703,0
2013,5106703,0
2014,5106703,0
2015,5106703,0
2016,5106703,0
2017,5106703,0
2018,5106703,0
2019,5106703,0
2020,5106703,0
2002,1500107,2.7
2003,1500107,2.5
2004,1500107,11.6
2005,1500107,3.1
2006,1500107,4.5
2007,1500107,3.8
2008,1500107,1.2
2009,1500107,3.1
2010,1500107,3.8
2011,1500107,0.8
2012,1500107,2.2
2013,1500107,0.4
2014,1500107,0.3
2015,1500107,0.6
2016,1500107,0.4
2017,1500107,1.4
2018,1500107,0.6
2019,1500107,0.3
2020,1500107,1.3
2002,1500131,14.4
2003,1500131,0.5
2004,1500131,0.9
2005,1500131,15.9
2006,1500131,0.8
2007,1500131,1.9
2008,1500131,2
2009,1500131,1.1
2010,1500131,1.9
2011,1500131,0.5
2012,1500131,0
2013,1500131,0.4
2014,1500131,0.4
2015,1500131,0.1
2016,1500131,0.5
2017,1500131,0.2
2018,1500131,1
2019,1500131,4.2
2020,1500131,1.2
2002,1500206,42.1
2003,1500206,27.7
2004,1500206,72.5
2005,1500206,53.9
2006,1500206,36.1
2007,1500206,37.7
2008,1500206,47.9
2009,1500206,12.3
2010,1500206,30.8
2011,1500206,15.1
2012,1500206,5
2013,1500206,17.9
2014,1500206,6
2015,1500206,7
2016,1500206,7.2
2017,1500206,20.1
2018,1500206,17.9
2019,1500206,18.3
2020,1500206,15.8
2002,1500305,3.1
2003,1500305,0.8
2004,1500305,0.2
2005,1500305,1.2
2006,1500305,1
2007,1500305,0.1
2008,1500305,0.1
2009,1500305,0
2010,1500305,1.7
2011,1500305,0
2012,1500305,0.1
2013,1500305,0.1
2014,1500305,0.2
2015,1500305,0
2016,1500305,0
2017,1500305,0.1
2018,1500305,0
2019,1500305,0.1
2020,1500305,0
2002,1500347,131.9
2003,1500347,49.8
2004,1500347,31.3
2005,1500347,79.2
2006,1500347,19.9
2007,1500347,30.9
2008,1500347,23.1
2009,1500347,11
2010,1500347,7.2
2011,1500347,7.3
2012,1500347,6.1
2013,1500347,5.3
2014,1500347,14.2
2015,1500347,9.6
2016,1500347,8.7
2017,1500347,9.3
2018,1500347,4.7
2019,1500347,9.7
2020,1500347,9.3
2002,1500404,11.6
2003,1500404,14.5
2004,1500404,33.1
2005,1500404,16.9
2006,1500404,20.3
2007,1500404,18.3
2008,1500404,34.7
2009,1500404,15.7
2010,1500404,22.1
2011,1500404,20
2012,1500404,13.6
2013,1500404,14.9
2014,1500404,14.3
2015,1500404,13.3
2016,1500404,14.5
2017,1500404,24.2
2018,1500404,20.6
2019,1500404,17.9
2020,1500404,29.5
2002,1500503,3.8
2003,1500503,29.7
2004,1500503,26.7
2005,1500503,36.5
2006,1500503,7
2007,1500503,34
2008,1500503,59.9
2009,1500503,23.5
2010,1500503,38.6
2011,1500503,6.7
2012,1500503,19.7
2013,1500503,9.5
2014,1500503,23.8
2015,1500503,12.4
2016,1500503,15.4
2017,1500503,21.4
2018,1500503,19.6
2019,1500503,30
2020,1500503,25
2002,1500602,674.4
2003,1500602,615.6
2004,1500602,678
2005,1500602,539.4
2006,1500602,286.5
2007,1500602,369.2
2008,1500602,340.9
2009,1500602,391.2
2010,1500602,196.1
2011,1500602,238.3
2012,1500602,229.8
2013,1500602,296
2014,1500602,293.9
2015,1500602,308.6
2016,1500602,409.5
2017,1500602,224.9
2018,1500602,435
2019,1500602,575.4
2020,1500602,799.1
2002,1500701,24.4
2003,1500701,0.3
2004,1500701,0.6
2005,1500701,1.7
2006,1500701,0.3
2007,1500701,0.1
2008,1500701,0
2009,1500701,1
2010,1500701,12
2011,1500701,0.3
2012,1500701,0.1
2013,1500701,0
2014,1500701,0
2015,1500701,0.1
2016,1500701,0.4
2017,1500701,0
2018,1500701,0
2019,1500701,0.4
2020,1500701,0.9
2002,1500800,0.9
2003,1500800,0.9
2004,1500800,0.7
2005,1500800,0.5
2006,1500800,1
2007,1500800,0
2008,1500800,0
2009,1500800,0
2010,1500800,0.1
2011,1500800,0
2012,1500800,0.1
2013,1500800,0
2014,1500800,0
2015,1500800,0
2016,1500800,0
2017,1500800,0
2018,1500800,0
2019,1500800,0
2020,1500800,0
2002,1500859,31.2
2003,1500859,181.4
2004,1500859,172.5
2005,1500859,134
2006,1500859,136.8
2007,1500859,81.8
2008,1500859,74.3
2009,1500859,26.8
2010,1500859,77.5
2011,1500859,173.6
2012,1500859,16.3
2013,1500859,19.1
2014,1500859,31.8
2015,1500859,95.6
2016,1500859,85.8
2017,1500859,99
2018,1500859,60.2
2019,1500859,218.3
2020,1500859,112.6
2002,1500909,0
2003,1500909,9.7
2004,1500909,1
2005,1500909,0.4
2006,1500909,1.8
2007,1500909,4.8
2008,1500909,0.3
2009,1500909,0.4
2010,1500909,0.1
2011,1500909,0
2012,1500909,0
2013,1500909,0
2014,1500909,0
2015,1500909,0.2
2016,1500909,0
2017,1500909,0
2018,1500909,0
2019,1500909,0
2020,1500909,0
2002,1500958,6.1
2003,1500958,23.1
2004,1500958,33.3
2005,1500958,20.1
2006,1500958,22.4
2007,1500958,20.5
2008,1500958,17.2
2009,1500958,10.8
2010,1500958,10.9
2011,1500958,6.6
2012,1500958,0.8
2013,1500958,4.6
2014,1500958,0.9
2015,1500958,1
2016,1500958,1.5
2017,1500958,4.7
2018,1500958,3.8
2019,1500958,1.3
2020,1500958,3.1
2002,1501006,51.2
2003,1501006,34.5
2004,1501006,42.1
2005,1501006,20.8
2006,1501006,15.6
2007,1501006,33.6
2008,1501006,33.5
2009,1501006,30
2010,1501006,18.2
2011,1501006,35.5
2012,1501006,15.8
2013,1501006,13.9
2014,1501006,29.3
2015,1501006,16.1
2016,1501006,13.5
2017,1501006,30.7
2018,1501006,21.9
2019,1501006,45
2020,1501006,35
2002,1501105,3.8
2003,1501105,2.5
2004,1501105,2.1
2005,1501105,2.8
2006,1501105,1.1
2007,1501105,1.2
2008,1501105,3.8
2009,1501105,1.8
2010,1501105,17.5
2011,1501105,2.3
2012,1501105,0.9
2013,1501105,0.5
2014,1501105,0.3
2015,1501105,0.7
2016,1501105,1.8
2017,1501105,1.4
2018,1501105,0.9
2019,1501105,2.3
2020,1501105,3.3
2002,1501204,14.7
2003,1501204,40.3
2004,1501204,24.1
2005,1501204,13.8
2006,1501204,14.8
2007,1501204,16.8
2008,1501204,18.4
2009,1501204,13.4
2010,1501204,23.1
2011,1501204,7.6
2012,1501204,7.7
2013,1501204,6
2014,1501204,3.7
2015,1501204,4.4
2016,1501204,5.6
2017,1501204,5.5
2018,1501204,10.4
2019,1501204,7.3
2020,1501204,6.4
2002,1501253,114
2003,1501253,49.1
2004,1501253,54
2005,1501253,109.2
2006,1501253,33.8
2007,1501253,52.1
2008,1501253,48.5
2009,1501253,15.6
2010,1501253,5.7
2011,1501253,5.7
2012,1501253,6.8
2013,1501253,4.6
2014,1501253,2.7
2015,1501253,22.4
2016,1501253,10.9
2017,1501253,5.9
2018,1501253,1.6
2019,1501253,2.4
2020,1501253,2.2
2002,1501303,7.4
2003,1501303,9.6
2004,1501303,9
2005,1501303,3.7
2006,1501303,6.8
2007,1501303,3.2
2008,1501303,1.1
2009,1501303,2.7
2010,1501303,1.8
2011,1501303,1
2012,1501303,2.4
2013,1501303,0.8
2014,1501303,1
2015,1501303,0.3
2016,1501303,0.7
2017,1501303,2.9
2018,1501303,0.8
2019,1501303,0.1
2020,1501303,2.6
2002,1501402,2.5
2003,1501402,6
2004,1501402,4.2
2005,1501402,1.1
2006,1501402,2.4
2007,1501402,0.2
2008,1501402,0.9
2009,1501402,0.1
2010,1501402,0.9
2011,1501402,0.2
2012,1501402,0.2
2013,1501402,0.1
2014,1501402,0
2015,1501402,0.3
2016,1501402,0.3
2017,1501402,0.3
2018,1501402,0.9
2019,1501402,1.2
2020,1501402,0.2
2002,1501451,18.9
2003,1501451,21
2004,1501451,27.7
2005,1501451,3.5
2006,1501451,5.5
2007,1501451,11.6
2008,1501451,4.9
2009,1501451,6.6
2010,1501451,4.2
2011,1501451,1.6
2012,1501451,2.3
2013,1501451,0.7
2014,1501451,1.2
2015,1501451,11
2016,1501451,4.5
2017,1501451,2.1
2018,1501451,2.8
2019,1501451,5.2
2020,1501451,4.4
2002,1501501,1.1
2003,1501501,4.4
2004,1501501,1.2
2005,1501501,0.2
2006,1501501,1.4
2007,1501501,0.5
2008,1501501,0.2
2009,1501501,0
2010,1501501,0
2011,1501501,0
2012,1501501,0
2013,1501501,0.1
2014,1501501,0
2015,1501501,0.1
2016,1501501,0
2017,1501501,0.3
2018,1501501,0.3
2019,1501501,0.1
2020,1501501,0.3
2002,1501576,43.1
2003,1501576,14.7
2004,1501576,41.9
2005,1501576,30.4
2006,1501576,6.3
2007,1501576,14.5
2008,1501576,10.6
2009,1501576,5.7
2010,1501576,7.4
2011,1501576,2.3
2012,1501576,1.9
2013,1501576,5.9
2014,1501576,5.6
2015,1501576,5.5
2016,1501576,8
2017,1501576,6
2018,1501576,7.5
2019,1501576,7.4
2020,1501576,19.1
2002,1501600,14.2
2003,1501600,31.4
2004,1501600,13.9
2005,1501600,4.1
2006,1501600,13.7
2007,1501600,2.9
2008,1501600,6.8
2009,1501600,0.6
2010,1501600,1.4
2011,1501600,1.7
2012,1501600,0
2013,1501600,0.5
2014,1501600,0.3
2015,1501600,0.8
2016,1501600,0.8
2017,1501600,0.6
2018,1501600,0
2019,1501600,0
2020,1501600,0.3
2002,1501709,0
2003,1501709,22.3
2004,1501709,2.5
2005,1501709,5.7
2006,1501709,3.6
2007,1501709,0.6
2008,1501709,1.2
2009,1501709,6.1
2010,1501709,2.6
2011,1501709,0.9
2012,1501709,0.2
2013,1501709,0
2014,1501709,0
2015,1501709,0.5
2016,1501709,0
2017,1501709,0.8
2018,1501709,0.3
2019,1501709,0.2
2020,1501709,0.4
2002,1501725,0
2003,1501725,1066.9
2004,1501725,59.5
2005,1501725,147.4
2006,1501725,16.5
2007,1501725,112.3
2008,1501725,17.5
2009,1501725,58.3
2010,1501725,50
2011,1501725,39.4
2012,1501725,8.9
2013,1501725,31.5
2014,1501725,8.8
2015,1501725,11
2016,1501725,6.5
2017,1501725,28.2
2018,1501725,19.8
2019,1501725,26.1
2020,1501725,26.8
2002,1501758,11.7
2003,1501758,24.9
2004,1501758,14.1
2005,1501758,14.5
2006,1501758,2.8
2007,1501758,7.5
2008,1501758,8.9
2009,1501758,3.3
2010,1501758,2.4
2011,1501758,2.2
2012,1501758,1.1
2013,1501758,2.6
2014,1501758,2.7
2015,1501758,1.2
2016,1501758,2.3
2017,1501758,1.9
2018,1501758,1
2019,1501758,1.2
2020,1501758,1.4
2002,1501782,56.8
2003,1501782,91.3
2004,1501782,97.7
2005,1501782,46.8
2006,1501782,54.3
2007,1501782,52.4
2008,1501782,68.2
2009,1501782,18.2
2010,1501782,54.2
2011,1501782,14.8
2012,1501782,17.5
2013,1501782,11.2
2014,1501782,6.5
2015,1501782,16.3
2016,1501782,9.2
2017,1501782,9
2018,1501782,9.8
2019,1501782,9.4
2020,1501782,12.2
2002,1501808,114.9
2003,1501808,0.3
2004,1501808,4.3
2005,1501808,1
2006,1501808,0.1
2007,1501808,0.3
2008,1501808,4
2009,1501808,1
2010,1501808,2.1
2011,1501808,0.7
2012,1501808,0.3
2013,1501808,1.2
2014,1501808,0.5
2015,1501808,0.9
2016,1501808,1.9
2017,1501808,1
2018,1501808,0.5
2019,1501808,1.8
2020,1501808,1.9
2002,1501907,4.8
2003,1501907,9.6
2004,1501907,36.2
2005,1501907,10.1
2006,1501907,13.8
2007,1501907,12.5
2008,1501907,5.7
2009,1501907,0.6
2010,1501907,1.2
2011,1501907,1.7
2012,1501907,0.9
2013,1501907,2.5
2014,1501907,0.1
2015,1501907,1.2
2016,1501907,0.6
2017,1501907,6.6
2018,1501907,0.9
2019,1501907,0.2
2020,1501907,1.3
2002,1501956,3
2003,1501956,47.1
2004,1501956,8.8
2005,1501956,84.9
2006,1501956,37.5
2007,1501956,0.7
2008,1501956,22.9
2009,1501956,79.2
2010,1501956,56.2
2011,1501956,24.6
2012,1501956,3
2013,1501956,5
2014,1501956,10.8
2015,1501956,13
2016,1501956,9
2017,1501956,21
2018,1501956,19.1
2019,1501956,22.1
2020,1501956,26.9
2002,1502004,0
2003,1502004,0.1
2004,1502004,0.8
2005,1502004,0.3
2006,1502004,0.2
2007,1502004,0.2
2008,1502004,0
2009,1502004,0.3
2010,1502004,0.8
2011,1502004,0.2
2012,1502004,0
2013,1502004,0.1
2014,1502004,0
2015,1502004,0
2016,1502004,0.1
2017,1502004,0
2018,1502004,0.2
2019,1502004,0
2020,1502004,0
2002,1502103,19.5
2003,1502103,0.8
2004,1502103,1.2
2005,1502103,0.8
2006,1502103,0.3
2007,1502103,2.5
2008,1502103,0.8
2009,1502103,6.7
2010,1502103,13.8
2011,1502103,1.5
2012,1502103,0.5
2013,1502103,0.4
2014,1502103,0.3
2015,1502103,0.3
2016,1502103,0.4
2017,1502103,1.3
2018,1502103,1.1
2019,1502103,0.1
2020,1502103,0.4
2002,1502152,15.7
2003,1502152,17.2
2004,1502152,9.4
2005,1502152,13.8
2006,1502152,0.6
2007,1502152,3.9
2008,1502152,8.9
2009,1502152,0.9
2010,1502152,1.4
2011,1502152,1.2
2012,1502152,0.3
2013,1502152,0.4
2014,1502152,1.4
2015,1502152,2.7
2016,1502152,2.1
2017,1502152,1.4
2018,1502152,1
2019,1502152,1.2
2020,1502152,2
2002,1502202,10.6
2003,1502202,19.4
2004,1502202,5.2
2005,1502202,1.5
2006,1502202,2.7
2007,1502202,1.4
2008,1502202,4
2009,1502202,1.4
2010,1502202,0.6
2011,1502202,1.6
2012,1502202,0
2013,1502202,0.1
2014,1502202,0.3
2015,1502202,1.2
2016,1502202,0.1
2017,1502202,0.2
2018,1502202,0.1
2019,1502202,0.1
2020,1502202,0.5
2002,1502301,9.7
2003,1502301,42.5
2004,1502301,37.2
2005,1502301,20.7
2006,1502301,43.7
2007,1502301,4.5
2008,1502301,7.3
2009,1502301,12
2010,1502301,1.6
2011,1502301,9.6
2012,1502301,0.6
2013,1502301,1.2
2014,1502301,1.3
2015,1502301,1.2
2016,1502301,1.1
2017,1502301,1.8
2018,1502301,1.5
2019,1502301,1.6
2020,1502301,1.2
2002,1502400,7.3
2003,1502400,26.4
2004,1502400,8.7
2005,1502400,4.1
2006,1502400,10.6
2007,1502400,4
2008,1502400,5.6
2009,1502400,0.6
2010,1502400,1.5
2011,1502400,1
2012,1502400,0.5
2013,1502400,1.2
2014,1502400,0.2
2015,1502400,0.7
2016,1502400,0.9
2017,1502400,1.1
2018,1502400,0.4
2019,1502400,0.2
2020,1502400,0.8
2002,1502509,2.2
2003,1502509,0.8
2004,1502509,0.1
2005,1502509,0.8
2006,1502509,1.3
2007,1502509,0.3
2008,1502509,0.2
2009,1502509,0.8
2010,1502509,2.7
2011,1502509,0.2
2012,1502509,0.3
2013,1502509,0.1
2014,1502509,0.2
2015,1502509,0.7
2016,1502509,0
2017,1502509,2.6
2018,1502509,0
2019,1502509,0.3
2020,1502509,0.1
2002,1502608,2.6
2003,1502608,11.4
2004,1502608,2
2005,1502608,0.6
2006,1502608,2.5
2007,1502608,0.2
2008,1502608,0.5
2009,1502608,0
2010,1502608,0.1
2011,1502608,0.1
2012,1502608,0
2013,1502608,0
2014,1502608,0
2015,1502608,0
2016,1502608,0.1
2017,1502608,0.2
2018,1502608,0
2019,1502608,0
2020,1502608,0.1
2002,1502707,83.7
2003,1502707,41.6
2004,1502707,62.8
2005,1502707,80.6
2006,1502707,10.3
2007,1502707,13.8
2008,1502707,47.7
2009,1502707,7.4
2010,1502707,17.9
2011,1502707,5.4
2012,1502707,7.5
2013,1502707,5.8
2014,1502707,4.4
2015,1502707,1.7
2016,1502707,6.8
2017,1502707,3.1
2018,1502707,3.2
2019,1502707,8.9
2020,1502707,2.1
2002,1502756,2.3
2003,1502756,3.7
2004,1502756,13.4
2005,1502756,3.6
2006,1502756,3.7
2007,1502756,2.9
2008,1502756,2.5
2009,1502756,0.9
2010,1502756,0.3
2011,1502756,0.5
2012,1502756,0.6
2013,1502756,0.6
2014,1502756,0.3
2015,1502756,0.5
2016,1502756,0.3
2017,1502756,3.2
2018,1502756,0.5
2019,1502756,0.3
2020,1502756,0.8
2002,1502764,367.1
2003,1502764,349
2004,1502764,402.2
2005,1502764,580.4
2006,1502764,175.2
2007,1502764,292
2008,1502764,186.2
2009,1502764,37.4
2010,1502764,43.6
2011,1502764,58.9
2012,1502764,58.9
2013,1502764,37.7
2014,1502764,25.2
2015,1502764,40.5
2016,1502764,32.7
2017,1502764,42
2018,1502764,30.1
2019,1502764,43.7
2020,1502764,69.8
2002,1502772,13.8
2003,1502772,10.9
2004,1502772,6.3
2005,1502772,4
2006,1502772,0
2007,1502772,9.8
2008,1502772,4.8
2009,1502772,0.9
2010,1502772,3.7
2011,1502772,0.2
2012,1502772,0.5
2013,1502772,0
2014,1502772,0
2015,1502772,0.5
2016,1502772,0.5
2017,1502772,1.7
2018,1502772,0.9
2019,1502772,2.7
2020,1502772,3.7
2002,1502806,54.1
2003,1502806,0.4
2004,1502806,0.4
2005,1502806,1.4
2006,1502806,0.3
2007,1502806,1.6
2008,1502806,0.7
2009,1502806,3.2
2010,1502806,8.6
2011,1502806,1.2
2012,1502806,0.4
2013,1502806,1.6
2014,1502806,0.2
2015,1502806,0.1
2016,1502806,1
2017,1502806,0.2
2018,1502806,0.1
2019,1502806,1.7
2020,1502806,1.1
2002,1502855,2.2
2003,1502855,1.3
2004,1502855,4.3
2005,1502855,3.8
2006,1502855,2.5
2007,1502855,5
2008,1502855,4
2009,1502855,4.3
2010,1502855,7.7
2011,1502855,3.4
2012,1502855,2.1
2013,1502855,1.5
2014,1502855,5.9
2015,1502855,3.8
2016,1502855,5.6
2017,1502855,6.1
2018,1502855,5.5
2019,1502855,11.1
2020,1502855,9.5
2002,1502905,9
2003,1502905,23.8
2004,1502905,4.1
2005,1502905,0.4
2006,1502905,8.9
2007,1502905,1.3
2008,1502905,2.2
2009,1502905,1.5
2010,1502905,1.6
2011,1502905,0.4
2012,1502905,0.1
2013,1502905,2.3
2014,1502905,0
2015,1502905,0.3
2016,1502905,1
2017,1502905,0.4
2018,1502905,1.1
2019,1502905,0.7
2020,1502905,0.9
2002,1502939,248.8
2003,1502939,60
2004,1502939,90.9
2005,1502939,150.2
2006,1502939,96.8
2007,1502939,66.8
2008,1502939,54.2
2009,1502939,41
2010,1502939,37.3
2011,1502939,24.6
2012,1502939,29.7
2013,1502939,10.2
2014,1502939,5.8
2015,1502939,6.9
2016,1502939,7.2
2017,1502939,5.9
2018,1502939,10.7
2019,1502939,13.2
2020,1502939,26.6
2002,1502954,65.2
2003,1502954,30.8
2004,1502954,76.7
2005,1502954,71.4
2006,1502954,4.2
2007,1502954,29.8
2008,1502954,30.4
2009,1502954,24.9
2010,1502954,22.1
2011,1502954,5.1
2012,1502954,2.6
2013,1502954,4.5
2014,1502954,4.1
2015,1502954,4.6
2016,1502954,10.6
2017,1502954,2
2018,1502954,4.1
2019,1502954,3.5
2020,1502954,2.9
2002,1503002,7.8
2003,1503002,4.8
2004,1503002,3.6
2005,1503002,4.7
2006,1503002,2.9
2007,1503002,3.1
2008,1503002,2
2009,1503002,2.3
2010,1503002,5.2
2011,1503002,2.9
2012,1503002,0.8
2013,1503002,1.3
2014,1503002,2.4
2015,1503002,3.2
2016,1503002,0.9
2017,1503002,1.2
2018,1503002,3.3
2019,1503002,1.2
2020,1503002,1.2
2002,1503044,11.4
2003,1503044,1.2
2004,1503044,52.1
2005,1503044,129.3
2006,1503044,11.5
2007,1503044,18.3
2008,1503044,21.1
